arm,arm_label,seed,env,task_id,status,success,gt_steps,executed_steps,exec_over_gt,wall_clock_s,total_llm_calls,oracle_calls,repair_calls,executor_calls,judge_calls,prompt_tokens,completion_tokens,total_tokens,llm_latency_s,verify_mode,z3_checks,z3_unsat_events,shadow_unsat_events,repair_mode,repair_attempts,repair_successes,escalations,cdcl_enabled,clauses_learned,outer_iters,oracle_plans,termination_reason,deadlocked,validator_rejections,forbidden_rejections,hard_bans,goal,git_sha,model,temperature,timestamp
folbp-llm-repair,repair: LLM re-prompt,0,env1,15,completed,True,16,16,1.0,31.077,2,1,1,0,0,7715,1009,8724,30.912,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <beer glass>(53) and <cup>(49) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:54:57+0530
folbp-naive,naive one-shot,0,env1,15,completed,False,16,10,,16.065,1,1,0,0,0,3776,434,4210,15.945,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <beer glass>(53) and <cup>(49) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:55:23+0530
folbp-no-cdcl,- CDCL,0,env1,15,completed,True,16,16,1.0,16.912,1,1,0,0,0,3776,434,4210,16.665,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <beer glass>(53) and <cup>(49) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:55:19+0530
folbp-prompt-only,- verification,0,env1,15,completed,False,16,10,,42.077,4,4,0,0,0,16001,875,16876,41.952,none,0,0,0,none,0,0,0,False,0,5,4,,,,,,['Put the <beer glass>(53) and <cup>(49) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:55:01+0530
pefa,PEFA (baseline),0,env1,15,completed,True,16,16,1.0,307.753,80,32,0,32,16,177359,7142,184501,307.461,,,,,,,,,,,,,,,,,,['Put the <beer glass>(53) and <cup>(49) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:00:33+0530
folbp,"FOLBP (full, ours)",0,env1,16,completed,True,13,13,1.0,14.656,2,2,0,0,0,8026,495,8521,14.233,z3,6,4,0,symbolic,4,2,0,True,1,2,2,,,,,,['Put the <hand towel>(12) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:55:43+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,16,completed,True,13,13,1.0,102.116,9,3,6,0,0,35996,2937,38933,101.75,z3,9,6,0,llm,6,3,0,True,2,3,3,,,,,,['Put the <hand towel>(12) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:58:35+0530
folbp-naive,naive one-shot,0,env1,16,completed,False,13,2,,10.277,1,1,0,0,0,3970,348,4318,10.204,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <hand towel>(12) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:58:53+0530
folbp-no-cdcl,- CDCL,0,env1,16,completed,True,13,13,1.0,48.705,2,2,0,0,0,7920,500,8420,48.428,z3,6,4,0,symbolic,4,2,0,False,0,2,2,,,,,,['Put the <hand towel>(12) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:59:01+0530
folbp-prompt-only,- verification,0,env1,16,completed,False,13,3,,57.437,5,5,0,0,0,21010,1438,22448,57.356,none,0,0,0,none,0,0,0,False,0,6,5,,,,,,['Put the <hand towel>(12) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:56:46+0530
pefa,PEFA (baseline),0,env1,16,completed,True,13,13,1.0,202.112,65,26,0,26,13,135582,4021,139603,201.827,,,,,,,,,,,,,,,,,,['Put the <hand towel>(12) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:02:07+0530
folbp,"FOLBP (full, ours)",0,env1,17,completed,True,13,13,1.0,56.452,3,3,0,0,0,11678,792,12470,55.893,z3,8,5,0,symbolic,5,3,0,True,2,3,3,,,,,,['Put the <apple>(14) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:59:54+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,17,completed,True,13,13,1.0,118.013,8,3,5,0,0,30989,2773,33762,117.615,z3,8,5,0,llm,5,3,0,True,2,3,3,,,,,,['Put the <apple>(14) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:01:59+0530
folbp-naive,naive one-shot,0,env1,17,completed,False,13,2,,14.654,1,1,0,0,0,3819,352,4171,14.569,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <apple>(14) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:00:54+0530
folbp-no-cdcl,- CDCL,0,env1,17,completed,True,13,13,1.0,40.393,2,2,0,0,0,7618,494,8112,40.141,z3,6,4,0,symbolic,4,2,0,False,0,2,2,,,,,,['Put the <apple>(14) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:00:42+0530
folbp-prompt-only,- verification,0,env1,17,completed,True,13,13,1.0,47.824,3,3,0,0,0,11380,850,12230,47.692,none,0,0,0,none,0,0,0,False,0,3,3,,,,,,['Put the <apple>(14) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:59:55+0530
pefa,PEFA (baseline),0,env1,17,completed,True,13,13,1.0,213.107,65,26,0,26,13,138821,5196,144017,212.755,,,,,,,,,,,,,,,,,,['Put the <apple>(14) on the <coffee table>(4).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:04:20+0530
folbp,"FOLBP (full, ours)",0,env1,18,completed,True,12,13,1.0833,24.869,2,2,0,0,0,8376,610,8986,24.571,z3,3,1,0,symbolic,1,1,0,True,1,2,2,,,,,,['Put the <cleaning supplies>(41) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:01:23+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,18,completed,True,12,13,1.0833,33.489,3,2,1,0,0,12214,1171,13385,33.201,z3,3,1,0,llm,1,1,0,True,1,2,2,,,,,,['Put the <cleaning supplies>(41) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:02:20+0530
folbp-naive,naive one-shot,0,env1,18,completed,True,12,13,1.0833,14.774,1,1,0,0,0,3753,374,4127,14.585,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <cleaning supplies>(41) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:02:32+0530
folbp-no-cdcl,- CDCL,0,env1,18,completed,True,12,13,1.0833,30.606,2,2,0,0,0,8271,610,8881,30.406,z3,3,1,0,symbolic,1,1,0,False,0,2,2,,,,,,['Put the <cleaning supplies>(41) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:02:37+0530
folbp-prompt-only,- verification,0,env1,18,completed,True,12,13,1.0833,12.413,1,1,0,0,0,3753,374,4127,12.342,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <cleaning supplies>(41) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:01:40+0530
pefa,PEFA (baseline),0,env1,18,completed,True,12,13,1.0833,214.139,65,26,0,26,13,139132,4063,143195,213.867,,,,,,,,,,,,,,,,,,['Put the <cleaning supplies>(41) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:06:00+0530
folbp,"FOLBP (full, ours)",0,env1,19,completed,True,12,13,1.0833,25.622,2,2,0,0,0,8306,612,8918,25.493,z3,3,1,0,symbolic,1,1,0,True,1,2,2,,,,,,['Put the <cooking pot>(31) on the <burner>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:03:03+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,19,completed,True,12,13,1.0833,32.666,3,2,1,0,0,12134,1209,13343,32.466,z3,3,1,0,llm,1,1,0,True,1,2,2,,,,,,['Put the <cooking pot>(31) on the <burner>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:03:34+0530
folbp-naive,naive one-shot,0,env1,19,completed,True,12,13,1.0833,13.629,1,1,0,0,0,3742,471,4213,13.522,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <cooking pot>(31) on the <burner>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:03:54+0530
folbp-no-cdcl,- CDCL,0,env1,19,completed,True,12,13,1.0833,25.219,2,2,0,0,0,8201,612,8813,24.985,z3,3,1,0,symbolic,1,1,0,False,0,2,2,,,,,,['Put the <cooking pot>(31) on the <burner>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:03:35+0530
folbp-prompt-only,- verification,0,env1,19,completed,True,12,13,1.0833,14.906,1,1,0,0,0,3742,375,4117,14.837,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <cooking pot>(31) on the <burner>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:02:57+0530
pefa,PEFA (baseline),0,env1,19,completed,True,12,13,1.0833,204.628,65,26,0,26,13,141021,4569,145590,203.494,,,,,,,,,,,,,,,,,,['Put the <cooking pot>(31) on the <burner>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T19:07:19+0530
folbp,"FOLBP (full, ours)",0,env2,0,completed,True,8,8,1.0,8.25,1,1,0,0,0,6278,243,6521,7.74,z3,3,2,0,symbolic,2,1,0,True,0,1,1,,,,,,['Put the <pack of bread>(27) and <toilet tissue>(28) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:40+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,0,completed,True,8,8,1.0,29.183,3,1,2,0,0,18710,956,19666,28.982,z3,3,2,0,llm,2,1,0,True,0,1,1,,,,,,['Put the <pack of bread>(27) and <toilet tissue>(28) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:01+0530
folbp-naive,naive one-shot,0,env2,0,completed,True,8,8,1.0,9.063,1,1,0,0,0,6278,244,6522,8.972,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <pack of bread>(27) and <toilet tissue>(28) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:41+0530
folbp-no-cdcl,- CDCL,0,env2,0,completed,True,8,8,1.0,7.754,1,1,0,0,0,6278,243,6521,7.47,z3,3,2,0,symbolic,2,1,0,False,0,1,1,,,,,,['Put the <pack of bread>(27) and <toilet tissue>(28) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:39+0530
folbp-prompt-only,- verification,0,env2,0,completed,True,8,8,1.0,8.089,1,1,0,0,0,6278,243,6521,8.048,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <pack of bread>(27) and <toilet tissue>(28) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:40+0530
pefa,PEFA (baseline),0,env2,0,completed,True,8,8,1.0,143.268,40,16,0,16,8,116632,2557,119189,143.174,,,,,,,,,,,,,,,,,,['Put the <pack of bread>(27) and <toilet tissue>(28) on the <grocery shelf>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:56+0530
folbp,"FOLBP (full, ours)",0,env2,1,completed,True,8,8,1.0,5.123,1,1,0,0,0,6326,247,6573,4.925,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <box of candy>(31) on the <pedestal table>(6) and put the <box of candy>(32) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:48+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,1,completed,True,8,8,1.0,5.734,1,1,0,0,0,6326,247,6573,5.53,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <box of candy>(31) on the <pedestal table>(6) and put the <box of candy>(32) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:50+0530
folbp-naive,naive one-shot,0,env2,1,completed,True,8,8,1.0,6.395,1,1,0,0,0,6326,247,6573,6.188,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <box of candy>(31) on the <pedestal table>(6) and put the <box of candy>(32) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:58+0530
folbp-no-cdcl,- CDCL,0,env2,1,completed,True,8,8,1.0,7.269,1,1,0,0,0,6326,247,6573,7.237,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <box of candy>(31) on the <pedestal table>(6) and put the <box of candy>(32) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:52+0530
folbp-prompt-only,- verification,0,env2,1,completed,True,8,8,1.0,6.114,1,1,0,0,0,6326,247,6573,6.091,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <box of candy>(31) on the <pedestal table>(6) and put the <box of candy>(32) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:50+0530
pefa,PEFA (baseline),0,env2,1,completed,True,8,8,1.0,120.709,40,16,0,16,8,117513,2790,120303,120.673,,,,,,,,,,,,,,,,,,['Put the <box of candy>(31) on the <pedestal table>(6) and put the <box of candy>(32) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:53+0530
folbp,"FOLBP (full, ours)",0,env2,2,completed,True,8,8,1.0,4.957,1,1,0,0,0,6316,238,6554,4.929,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <wallet>(33) and <paper money>(34) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:05:58+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,2,completed,True,8,8,1.0,5.901,1,1,0,0,0,6316,238,6554,5.877,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <wallet>(33) and <paper money>(34) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:06+0530
folbp-naive,naive one-shot,0,env2,2,completed,True,8,8,1.0,4.835,1,1,0,0,0,6316,238,6554,4.807,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <wallet>(33) and <paper money>(34) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:07+0530
folbp-no-cdcl,- CDCL,0,env2,2,completed,True,8,8,1.0,4.72,1,1,0,0,0,6316,238,6554,4.691,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <wallet>(33) and <paper money>(34) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:05+0530
folbp-prompt-only,- verification,0,env2,2,completed,True,8,8,1.0,5.738,1,1,0,0,0,6316,238,6554,5.724,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <wallet>(33) and <paper money>(34) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:00+0530
pefa,PEFA (baseline),0,env2,2,completed,True,8,9,1.125,169.545,45,18,0,18,9,132957,3388,136345,169.495,,,,,,,,,,,,,,,,,,['Put the <wallet>(33) and <paper money>(34) on the <pedestal table>(7).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:53+0530
folbp,"FOLBP (full, ours)",0,env2,3,completed,True,6,6,1.0,4.572,1,1,0,0,0,6363,184,6547,4.542,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,"['Put the <chocolate bar>(35), <paper money>(36), and <receipt>(37) into the <shopping basket>(30).']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:12+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,3,completed,True,6,6,1.0,4.369,1,1,0,0,0,6363,184,6547,4.346,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,"['Put the <chocolate bar>(35), <paper money>(36), and <receipt>(37) into the <shopping basket>(30).']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:14+0530
folbp-naive,naive one-shot,0,env2,3,completed,True,6,6,1.0,3.365,1,1,0,0,0,6363,184,6547,3.334,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,"['Put the <chocolate bar>(35), <paper money>(36), and <receipt>(37) into the <shopping basket>(30).']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:20+0530
folbp-no-cdcl,- CDCL,0,env2,3,completed,True,6,6,1.0,4.661,1,1,0,0,0,6363,184,6547,4.634,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,"['Put the <chocolate bar>(35), <paper money>(36), and <receipt>(37) into the <shopping basket>(30).']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:19+0530
folbp-prompt-only,- verification,0,env2,3,completed,True,6,6,1.0,5.946,1,1,0,0,0,6363,184,6547,5.936,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,"['Put the <chocolate bar>(35), <paper money>(36), and <receipt>(37) into the <shopping basket>(30).']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:15+0530
pefa,PEFA (baseline),0,env2,3,completed,True,6,6,1.0,101.87,30,12,0,12,6,75996,2116,78112,101.822,,,,,,,,,,,,,,,,,,"['Put the <chocolate bar>(35), <paper money>(36), and <receipt>(37) into the <shopping basket>(30).']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:00+0530
folbp,"FOLBP (full, ours)",0,env2,4,completed,True,4,4,1.0,6.512,1,1,0,0,0,6460,123,6583,6.493,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:28+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,4,completed,True,4,4,1.0,6.178,1,1,0,0,0,6460,123,6583,6.157,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:37+0530
folbp-naive,naive one-shot,0,env2,4,completed,True,4,4,1.0,6.481,1,1,0,0,0,6460,123,6583,6.46,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:45+0530
folbp-no-cdcl,- CDCL,0,env2,4,completed,True,4,4,1.0,6.829,1,1,0,0,0,6460,123,6583,6.812,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:38+0530
folbp-prompt-only,- verification,0,env2,4,completed,True,4,4,1.0,6.451,1,1,0,0,0,6460,123,6583,6.443,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <biscuits>(45) and <biscuits>(46) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:29+0530
pefa,PEFA (baseline),0,env2,4,completed,True,4,4,1.0,71.356,20,8,0,8,4,50062,1497,51559,71.295,,,,,,,,,,,,,,,,,,['Put the <biscuits>(45) and <biscuits>(46) into the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:52+0530
folbp,"FOLBP (full, ours)",0,env2,5,completed,True,8,8,1.0,9.055,1,1,0,0,0,6142,236,6378,8.597,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <empty box>(39) into the <trash can>(38) and put the <rag>(40) into the <bucket>(41).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:06:57+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,5,completed,True,8,8,1.0,6.05,1,1,0,0,0,6142,236,6378,5.921,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <empty box>(39) into the <trash can>(38) and put the <rag>(40) into the <bucket>(41).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:16+0530
folbp-naive,naive one-shot,0,env2,5,completed,True,8,8,1.0,6.844,1,1,0,0,0,6142,236,6378,6.815,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <empty box>(39) into the <trash can>(38) and put the <rag>(40) into the <bucket>(41).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:35+0530
folbp-no-cdcl,- CDCL,0,env2,5,completed,True,8,8,1.0,8.279,1,1,0,0,0,6142,236,6378,7.665,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <empty box>(39) into the <trash can>(38) and put the <rag>(40) into the <bucket>(41).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:26+0530
folbp-prompt-only,- verification,0,env2,5,completed,True,8,8,1.0,7.78,1,1,0,0,0,6142,237,6379,7.763,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <empty box>(39) into the <trash can>(38) and put the <rag>(40) into the <bucket>(41).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:07:07+0530
pefa,PEFA (baseline),0,env2,5,completed,True,8,8,1.0,139.18,40,16,0,16,8,112751,2431,115182,139.139,,,,,,,,,,,,,,,,,,['Put the <empty box>(39) into the <trash can>(38) and put the <rag>(40) into the <bucket>(41).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:09:57+0530
folbp,"FOLBP (full, ours)",0,env2,6,completed,True,11,11,1.0,9.7,1,1,0,0,0,6180,329,6509,9.653,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(21) lands on the <display table>(42) with the <box of candy>(31) and <box of candy>(32) in the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:05+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,6,completed,True,11,11,1.0,10.788,1,1,0,0,0,6180,329,6509,10.736,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(21) lands on the <display table>(42) with the <box of candy>(31) and <box of candy>(32) in the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:11+0530
folbp-naive,naive one-shot,0,env2,6,completed,True,11,11,1.0,8.119,1,1,0,0,0,6180,329,6509,8.09,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(21) lands on the <display table>(42) with the <box of candy>(31) and <box of candy>(32) in the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:15+0530
folbp-no-cdcl,- CDCL,0,env2,6,completed,True,11,11,1.0,10.148,1,1,0,0,0,6180,329,6509,10.115,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(21) lands on the <display table>(42) with the <box of candy>(31) and <box of candy>(32) in the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:13+0530
folbp-prompt-only,- verification,0,env2,6,completed,True,11,11,1.0,142.743,1,1,0,0,0,6180,329,6509,142.727,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(21) lands on the <display table>(42) with the <box of candy>(31) and <box of candy>(32) in the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:10:21+0530
pefa,PEFA (baseline),0,env2,6,completed,True,11,11,1.0,192.684,55,22,0,22,11,160611,4459,165070,192.613,,,,,,,,,,,,,,,,,,['The <quadrotor>(21) lands on the <display table>(42) with the <box of candy>(31) and <box of candy>(32) in the <basket>(22).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:11:26+0530
folbp,"FOLBP (full, ours)",0,env2,7,completed,True,10,10,1.0,11.205,1,1,0,0,0,6336,283,6619,11.179,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <apple>(9) into the <shopping basket>(30). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:26+0530
folbp-llm-repair,repair: LLM re-prompt,0,env2,7,completed,True,10,10,1.0,12.211,1,1,0,0,0,6336,288,6624,12.17,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <apple>(9) into the <shopping basket>(30). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:41+0530
folbp-naive,naive one-shot,0,env2,7,completed,True,10,10,1.0,10.893,1,1,0,0,0,6336,288,6624,10.846,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(9) into the <shopping basket>(30). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.5,2026-08-12T02:08:52+0530
